yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2004-2006,Total,San Luis Obispo,149,183,780221,23.4549,19.0972,1.5645,16.0308,22.1635,15.33,12.9615,18.0944,1.25909,Congestive heart failure
2004-2006,Total,San Diego,1387,1531,8916340,17.1707,15.5557,0.417688,14.7371,16.3744,16.8685,15.9916,17.7827,0.453326,Congestive heart failure
2004-2006,Total,Riverside,800,1751,5808960,30.1431,13.7718,0.486908,12.8175,14.7261,16.1494,15.0448,17.3156,0.573494,Congestive heart failure
2004-2006,Total,San Joaquin,253,666,1951020,34.1359,12.9676,0.815263,11.3697,14.5654,15.2896,13.4602,17.3052,0.962993,Congestive heart failure
2004-2006,Total,Sacramento,536,952,4073360,23.3714,13.1587,0.568369,12.0447,14.2727,14.7444,13.5211,16.0507,0.637595,Congestive heart failure
2004-2006,Total,Placer,191,238,937720,25.3807,20.3686,1.47382,17.4799,23.2572,18.858,16.2765,21.7686,1.36551,Congestive heart failure
2004-2006,Total,San Francisco,275,394,2343280,16.814,11.7357,0.707689,10.3486,13.1227,9.90532,8.76631,11.2056,0.598824,Congestive heart failure
2004-2006,Total,Marin,101,33,740606,4.45581,13.6375,1.35698,10.9778,16.2971,10.2509,8.34039,12.5962,1.0252,Congestive heart failure
2004-2006,Total,Contra Costa,312,574,3012540,19.0537,10.3567,0.586333,9.20751,11.5059,10.5407,9.40044,11.7856,0.598345,Congestive heart failure
2004-2006,Total,Santa Clara,182,257,5110280,5.02908,3.56145,0.263992,3.04403,4.07887,4.38477,3.76964,5.07263,0.325688,Congestive heart failure
2004-2006,Total,Tulare,179,332,1224410,27.115,14.6193,1.09269,12.4776,16.7609,19.6487,16.8723,22.7562,1.47041,Congestive heart failure
2004-2006,Total,San Bernardino,736,2658,5819710,45.6724,12.6467,0.466163,11.733,13.5603,19.2536,17.8753,20.7123,0.716199,Congestive heart failure
2004-2006,Total,Stanislaus,204,503,1491840,33.7168,13.6744,0.957401,11.7979,15.5509,16.2436,14.0874,18.6411,1.13919,Congestive heart failure
2004-2006,Total,Kern,302,752,2288230,32.8638,13.198,0.759458,11.7095,14.6865,19.8208,17.6369,22.2055,1.14663,Congestive heart failure
2004-2006,Total,Ventura,191,145,2393150,6.05895,7.98111,0.577493,6.84924,9.11297,9.03947,7.80126,10.4219,0.654979,Congestive heart failure
2004-2006,Total,Santa Barbara,145,111,1235730,8.98252,11.7339,0.97445,9.82404,13.6438,10.3054,8.6916,12.1627,0.858456,Congestive heart failure
2004-2006,Total,Orange,1018,1090,8869060,12.2899,11.4781,0.359746,10.773,12.1832,13.4113,12.5992,14.2626,0.420739,Congestive heart failure
2004-2006,Total,Sacramento,946,6157,4073360,151.153,23.2241,0.755081,21.7442,24.704,25.5466,23.9406,27.2344,0.832601,Other or unspecified cardiovascular diseases
2004-2006,Total,Shasta,300,1078,522966,206.132,57.3651,3.31198,50.8738,63.8565,45.8403,40.7766,51.4778,2.65884,Other or unspecified cardiovascular diseases
2004-2006,Total,Contra Costa,922,4148,3012540,137.691,30.6054,1.00793,28.6299,32.5809,31.2004,29.2109,33.2939,1.03165,Other or unspecified cardiovascular diseases
2004-2006,Total,San Francisco,631,2295,2343280,97.9397,26.9281,1.07199,24.827,29.0291,23.519,21.712,25.4859,0.940302,Other or unspecified cardiovascular diseases
2004-2006,Total,Humboldt,156,662,395154,167.53,39.4783,3.16079,33.2832,45.6733,37.3067,31.6539,43.788,3.00258,Other or unspecified cardiovascular diseases
2004-2006,Total,CALIFORNIA,26609,136140,107985000,126.073,24.6413,0.15106,24.3453,24.9374,27.8065,27.4726,28.1435,0.170867,Other or unspecified cardiovascular diseases
2004-2006,Total,Santa Cruz,240,731,765049,95.5494,31.3705,2.02496,27.4017,35.3394,34.2633,30.0274,38.9697,2.23227,Other or unspecified cardiovascular diseases
2004-2006,Total,San Mateo,629,2812,2100080,133.9,29.9512,1.19423,27.6106,32.2919,28.3568,26.178,30.6812,1.13369,Other or unspecified cardiovascular diseases
2004-2006,Total,Santa Clara,940,4354,5110280,85.2008,18.3943,0.599956,17.2184,19.5702,22.215,20.8114,23.6896,0.727715,Other or unspecified cardiovascular diseases
2004-2006,Total,Marin,248,722,740606,97.4877,33.4861,2.12637,29.3185,37.6537,26.2829,23.0822,29.9131,1.6858900000000001,Other or unspecified cardiovascular diseases
2004-2006,Total,Alameda,1147,6787,4390270,154.592,26.126,0.77142,24.614,27.6379,29.2885,27.6082,31.0479,0.869889,Other or unspecified cardiovascular diseases
2004-2006,Total,Sonoma,531,1679,1409420,119.127,37.6751,1.63496,34.4706,40.8796,32.4523,29.7256,35.3818,1.42151,Other or unspecified cardiovascular diseases
2004-2006,Total,Monterey,369,1681,1224980,137.227,30.123,1.56814,27.0495,33.1965,35.3114,31.7864,39.1329,1.84557,Other or unspecified cardiovascular diseases
2004-2006,Total,Merced,124,837,721702,115.976,17.1816,1.54295,14.1575,20.2057,23.1957,19.2776,27.6903,2.09166,Other or unspecified cardiovascular diseases
2004-2006,Total,Solano,323,2200,1233300,178.383,26.1899,1.45724,23.3337,29.046,31.5043,28.1336,35.1753,1.76819,Other or unspecified cardiovascular diseases
2004-2006,Total,Lake,107,900,189523,474.876,56.4575,5.45796,45.7601,67.1549,44.6237,36.3777,54.6291,4.42269,Other or unspecified cardiovascular diseases
2004-2006,Total,Tulare,355,2345,1224410,191.52,28.9935,1.53881,25.9775,32.0095,37.7962,33.951,41.9652,2.01423,Other or unspecified cardiovascular diseases
2004-2006,Total,Kern,515,3272,2288230,142.993,22.5065,0.991754,20.5627,24.4503,32.1664,29.4198,35.1081,1.43241,Other or unspecified cardiovascular diseases
2004-2006,Total,Los Angeles,5556,34325,29419400,116.675,18.8855,0.253365,18.3889,19.3821,22.4684,21.8795,23.0694,0.302448,Other or unspecified cardiovascular diseases
2004-2006,Total,Placer,260,936,937720,99.8166,27.7268,1.71954,24.3566,31.0971,25.7636,22.7214,29.134,1.60072,Other or unspecified cardiovascular diseases
2004-2006,Total,Mendocino,123,931,263840,352.865,46.6192,4.20351,38.3804,54.8579,39.264,32.5051,47.2044,3.61161,Other or unspecified cardiovascular diseases
2004-2006,Total,Riverside,1650,7187,5808960,123.723,28.4044,0.699268,27.0339,29.7749,32.9081,31.3317,34.5452,0.814036,Other or unspecified cardiovascular diseases
2004-2006,Total,Napa,174,611,392870,155.522,44.2895,3.35758,37.7087,50.8702,33.5949,28.7195,39.1728,2.58487,Other or unspecified cardiovascular diseases
2004-2006,Total,San Bernardino,1275,8160,5819710,140.213,21.9083,0.613555,20.7058,23.1108,32.258,30.489,34.1059,0.9152,Other or unspecified cardiovascular diseases
2004-2006,Total,Stanislaus,438,2158,1491840,144.654,29.3598,1.40286,26.6102,32.1093,34.6352,31.46,38.0491,1.65879,Other or unspecified cardiovascular diseases
2004-2006,Total,El Dorado,173,817,518744,157.496,33.3498,2.53554,28.3802,38.3193,33.0693,28.2862,38.5282,2.53565,Other or unspecified cardiovascular diseases
2004-2006,Total,Yolo,168,938,563875,166.349,29.7938,2.29864,25.2886,34.2991,38.2468,32.6539,44.5525,2.96627,Other or unspecified cardiovascular diseases
2004-2006,Total,San Luis Obispo,298,1186,780221,152.008,38.1943,2.21254,33.8578,42.5308,31.7421,28.2203,35.6603,1.84949,Other or unspecified cardiovascular diseases
2004-2006,Total,Fresno,616,3613,2618510,137.979,23.5248,0.947843,21.6671,25.3826,28.7622,26.5289,31.1384,1.16233,Other or unspecified cardiovascular diseases
2004-2006,Total,Orange,1928,9435,8869060,106.381,21.7385,0.49508,20.7681,22.7088,24.9106,23.8078,26.0522,0.568994,Other or unspecified cardiovascular diseases
2004-2006,Total,Butte,339,1226,641587,191.089,52.8377,2.86975,47.2131,58.4623,40.8781,36.565,45.6646,2.2617,Other or unspecified cardiovascular diseases
2004-2006,Total,San Joaquin,511,2599,1951020,133.212,26.1914,1.15864,23.9205,28.4623,30.6964,28.0847,33.4927,1.36198,Other or unspecified cardiovascular diseases
2004-2006,Total,Ventura,646,2741,2393150,114.535,26.9937,1.06205,24.9121,29.0753,30.2342,27.9402,32.67,1.19333,Other or unspecified cardiovascular diseases
2004-2006,Total,San Diego,2453,9316,8916340,104.482,27.5113,0.555472,26.4226,28.6,29.8454,28.6739,31.0541,0.60362,Other or unspecified cardiovascular diseases
2004-2006,Total,Santa Barbara,399,1161,1235730,93.9523,32.2885,1.61645,29.1203,35.4567,29.2685,26.4514,32.3297,1.47352,Other or unspecified cardiovascular diseases
2004-2006,Total,Fresno,672,5096,2618510,194.615,25.6635,0.989989,23.7231,27.6038,31.3489,29.015,33.8256,1.21366,Diabetes mellitus
2004-2006,Total,Contra Costa,561,3596,3012540,119.368,18.6221,0.786227,17.0812,20.1631,19.0419,17.4886,20.6999,0.809222,Diabetes mellitus
2004-2006,Total,Imperial,112,590,474136,124.437,23.6219,2.23206,19.2472,27.9967,30.771,25.2607,37.2402,2.95047,Diabetes mellitus
2004-2006,Total,San Francisco,372,2164,2343280,92.3492,15.8752,0.82309,14.262,17.4884,14.2823,12.863,15.8653,0.743014,Diabetes mellitus
2004-2006,Total,Santa Clara,923,5490,5110280,107.431,18.0616,0.594506,16.8964,19.2269,21.4728,20.1022,22.9138,0.710736,Diabetes mellitus
2004-2006,Total,Santa Barbara,223,1223,1235730,98.9696,18.046,1.20845,15.6775,20.4145,17.5932,15.3476,20.0948,1.18473,Diabetes mellitus
2004-2006,Total,San Luis Obispo,130,786,780221,100.741,16.6619,1.46135,13.7978,19.5261,13.9492,11.6456,16.6585,1.22842,Diabetes mellitus
2004-2006,Total,San Bernardino,1245,10808,5819710,185.714,21.3928,0.606294,20.2045,22.5811,29.6712,28.0215,31.3972,0.853633,Diabetes mellitus
2004-2006,Total,Butte,138,1054,641587,164.28,21.5092,1.83098,17.9205,25.0978,18.2129,15.2452,21.6858,1.58154,Diabetes mellitus
2004-2006,Total,Placer,140,764,937720,81.4742,14.9298,1.2618,12.4567,17.4029,13.6226,11.4545,16.12,1.15416,Diabetes mellitus
2004-2006,Total,Tulare,306,2492,1224410,203.526,24.9916,1.42867,22.1914,27.7917,32.1939,28.6723,36.0375,1.84858,Diabetes mellitus
2004-2006,Total,Los Angeles,6468,47407,29419400,161.142,21.9855,0.27337,21.4497,22.5213,26.0437,25.4101,26.6893,0.325221,Diabetes mellitus
2004-2006,Total,Sonoma,266,1484,1409420,105.292,18.873,1.15718,16.605,21.1411,17.2664,15.2312,19.5138,1.07084,Diabetes mellitus
2004-2006,Total,Solano,294,2522,1233300,204.492,23.8385,1.39029,21.1135,26.5634,27.2349,24.1727,30.5902,1.60882,Diabetes mellitus
2004-2006,Total,Riverside,1028,8359,5808960,143.898,17.6968,0.551948,16.615,18.7786,19.3847,18.2136,20.6147,0.606741,Diabetes mellitus
2004-2006,Total,Kings,116,858,434722,197.368,26.6837,2.47752,21.8279,31.5396,42.0725,34.646,50.6735,3.97344,Diabetes mellitus
2004-2006,Total,Monterey,188,1428,1224980,116.574,15.3472,1.11931,13.1534,17.541,18.076,15.5746,20.8773,1.32373,Diabetes mellitus
2004-2006,Total,Ventura,406,2450,2393150,102.375,16.9651,0.841962,15.3149,18.6153,19.0325,17.2169,20.9909,0.949405,Diabetes mellitus
2004-2006,Total,Stanislaus,303,2295,1491840,153.837,20.3105,1.16681,18.0236,22.5974,23.7733,21.1619,26.6235,1.37099,Diabetes mellitus
2004-2006,Total,CALIFORNIA,21295,150413,107985000,139.29,19.7203,0.135137,19.4554,19.9852,22.0948,21.7979,22.3947,0.151974,Diabetes mellitus
2004-2006,Total,Sacramento,743,5967,4073360,146.489,18.2405,0.669179,16.9289,19.5521,19.9495,18.5356,21.4451,0.734525,Diabetes mellitus
2004-2006,Total,Alameda,847,5705,4390270,129.947,19.2927,0.662904,17.9934,20.5919,21.8004,20.3457,23.3348,0.754894,Diabetes mellitus
2004-2006,Total,Kern,544,4827,2288230,210.949,23.7738,1.01929,21.7761,25.7716,31.9768,29.3161,34.8259,1.38681,Diabetes mellitus
2004-2006,Total,San Mateo,278,1432,2100080,68.1878,13.2376,0.793938,11.6815,14.7937,12.646,11.1978,14.2421,0.761277,Diabetes mellitus
2004-2006,Total,San Joaquin,555,3935,1951020,201.689,28.4466,1.20749,26.08,30.8133,33.2569,30.5353,36.1629,1.41802,Diabetes mellitus
2004-2006,Total,Merced,160,1269,721702,175.834,22.1698,1.75268,18.7346,25.605,29.3213,24.9321,34.2786,2.33017,Diabetes mellitus
2004-2006,Total,San Diego,1666,10008,8916340,112.243,18.6848,0.457774,17.7876,19.582,20.5103,19.534300000000002,21.5239,0.503973,Diabetes mellitus
2004-2006,Total,Santa Cruz,105,804,765049,105.091,13.7246,1.33938,11.0995,16.3498,15.0024,12.2181,18.2706,1.49371,Diabetes mellitus
2004-2006,Total,Orange,1344,8374,8869060,94.4181,15.1538,0.413354,14.3436,15.964,17.2984,16.382,18.2536,0.473873,Diabetes mellitus
2004-2006,Total,Contra Costa,251,2665,3012540,88.4635,8.33183,0.525901,7.30109,9.36258,8.35583,7.34645,9.46986,0.531523,"Endocrine, blood, immune disorders"
2004-2006,Total,San Joaquin,143,1288,1951020,66.0166,7.32949,0.612923,6.12818,8.53079,8.48609,7.14608,10.0126,0.713072,"Endocrine, blood, immune disorders"
2004-2006,Total,Fresno,227,3101,2618510,118.426,8.66906,0.575385,7.54132,9.79679,10.2907,8.98699,11.7367,0.687607,"Endocrine, blood, immune disorders"
2004-2006,Total,Sonoma,121,1213,1409420,86.0638,8.5851,0.780463,7.05542,10.1148,7.74667,6.41344,9.29334,0.712398,"Endocrine, blood, immune disorders"
2004-2006,Total,Riverside,299,4284,5808960,73.7481,5.14722,0.297671,4.56379,5.73065,5.57392,4.95755,6.24952,0.32366,"Endocrine, blood, immune disorders"
2004-2006,Total,San Francisco,152,1609,2343280,68.6645,6.48664,0.526136,5.45543,7.51784,5.90809,4.99581,6.99109,0.484972,"Endocrine, blood, immune disorders"
2004-2006,Total,Stanislaus,110,1659,1491840,111.205,7.37346,0.703032,5.99554,8.75138,8.3325,6.84083,10.0617,0.79868,"Endocrine, blood, immune disorders"
2004-2006,Total,San Bernardino,449,8493,5819710,145.935,7.71516,0.364101,7.00153,8.42878,9.64071,8.74994,10.6046,0.465437,"Endocrine, blood, immune disorders"
2004-2006,Total,CALIFORNIA,7078,94824,107985000,87.812,6.5546,0.0779096,6.4019,6.7073,7.15683,6.99034,7.32639,0.0854403,"Endocrine, blood, immune disorders"
2004-2006,Total,Alameda,361,4364,4390270,99.4017,8.22273,0.432775,7.37451,9.07096,9.05292,8.13513,10.0499,0.480722,"Endocrine, blood, immune disorders"
2004-2006,Total,Santa Clara,246,3050,5110280,59.6836,4.81383,0.306918,4.21228,5.41538,5.58267,4.90205,6.33364,0.35851,"Endocrine, blood, immune disorders"
2004-2006,Total,Sacramento,301,4551,4073360,111.726,7.38949,0.425923,6.55469,8.22428,7.90102,7.03009,8.85332,0.457282,"Endocrine, blood, immune disorders"
2004-2006,Total,Los Angeles,1455,22462,29419400,76.351,4.94572,0.129658,4.69159,5.19984,5.61118,5.32471,5.90949,0.148056,"Endocrine, blood, immune disorders"
2004-2006,Total,Kern,149,2315,2288230,101.17,6.51158,0.53345,5.46604,7.55713,8.39074,7.07481,9.89527,0.700044,"Endocrine, blood, immune disorders"
2004-2006,Total,Tulare,118,1594,1224410,130.185,9.63727,0.887183,7.89842,11.3761,12.0345,9.94693,14.4435,1.11589,"Endocrine, blood, immune disorders"
2004-2006,Total,Ventura,175,2011,2393150,84.0314,7.31253,0.552775,6.22911,8.39595,7.97519,6.83163,9.26065,0.606008,"Endocrine, blood, immune disorders"
2004-2006,Total,San Mateo,148,1735,2100080,82.6159,7.04735,0.579288,5.91196,8.18273,6.76756,5.71764,7.9674,0.55826,"Endocrine, blood, immune disorders"
2004-2006,Total,Orange,397,5440,8869060,61.3368,4.47623,0.224656,4.03592,4.91655,4.9422,4.46536,5.45741,0.24943100000000001,"Endocrine, blood, immune disorders"
2004-2006,Total,San Diego,694,9281,8916340,104.09,7.78347,0.295456,7.20438,8.36255,8.28242,7.67568,8.92632,0.315412,"Endocrine, blood, immune disorders"
2004-2006,Total,CALIFORNIA,866,8246,107985000,7.63623,0.801962,0.0272518,0.748549,0.855374,0.88413,0.826037,0.94533,0.0301393,Mental Health disorders
2004-2006,Total,Los Angeles,102,2050,29419400,6.96819,0.34671,0.0343294,0.279426,0.413994,0.37925,0.30879,0.461653,0.0378023,Mental Health disorders
2004-2006,Total,San Diego,218,706,8916340,7.91805,2.44495,0.165593,2.12039,2.76951,2.61802,2.28168,2.99202,0.177491,Mental Health disorders
2004-2006,Total,Sonoma,182,4628,1409420,328.362,12.9131,0.957184,11.0371,14.7892,11.7526,10.0849,13.6336,0.883372,Substance use
2004-2006,Total,Shasta,142,4006,522966,766.015,27.1528,2.27861,22.6868,31.6188,27.2093,22.814,32.2711,2.34136,Substance use
2004-2006,Total,Humboldt,139,3719,395154,941.152,35.1762,2.9836,29.3284,41.0239,34.3547,28.7569,40.8139,2.98315,Substance use
2004-2006,Total,San Bernardino,785,21239,5819710,364.949,13.4886,0.48143,12.5451,14.4322,14.6648,13.6488,15.7471,0.527589,Substance use
2004-2006,Total,Fresno,365,9858,2618510,376.474,13.9392,0.729613,12.5092,15.3692,15.5224,13.9649,17.216,0.8156,Substance use
2004-2006,Total,Contra Costa,282,8111,3012540,269.241,9.36086,0.557431,8.26832,10.4534,8.99594,7.97032,10.1233,0.539059,Substance use
2004-2006,Total,Stanislaus,261,7390,1491840,495.362,17.4952,1.08293,15.3727,19.6177,18.5048,16.3216,20.913,1.1487,Substance use
2004-2006,Total,San Luis Obispo,123,3420,780221,438.337,15.7648,1.42146,12.9788,18.5508,15.0489,12.4584,18.0783,1.3842,Substance use
2004-2006,Total,Riverside,713,19493,5808960,335.568,12.2741,0.45967,11.3732,13.1751,13.0801,12.1366,14.0815,0.490305,Substance use
2004-2006,Total,Monterey,155,4672,1224980,381.395,12.6533,1.01634,10.6613,14.6453,13.2863,11.2674,15.5874,1.07249,Substance use
2004-2006,Total,Los Angeles,2444,72896,29419400,247.782,8.30744,0.168042,7.97809,8.6368,8.46251,8.12937,8.80668,0.171665,Substance use
2004-2006,Total,Butte,126,3521,641587,548.795,19.6388,1.74956,16.2097,23.0679,19.3747,16.0704,23.2254,1.76483,Substance use
2004-2006,Total,Santa Clara,400,10914,5110280,213.57,7.82736,0.391368,7.0603,8.59443,7.67525,6.93853,8.47525,0.385314,Substance use
2004-2006,Total,Orange,675,20641,8869060,232.73,7.61072,0.292937,7.03658,8.18487,7.56626,7.00507,8.16317,0.291801,Substance use
2004-2006,Total,CALIFORNIA,12076,342841,107985000,317.489,11.183,0.101765,10.9836,11.3825,11.2763,11.0756,11.4799,0.102867,Substance use
2004-2006,Total,Santa Barbara,151,4389,1235730,355.174,12.2195,0.994406,10.2705,14.1685,12.9501,10.9575,15.2127,1.05912,Substance use
2004-2006,Total,San Francisco,652,16392,2343280,699.533,27.8243,1.08968,25.6885,29.96,25.4099,23.4867,27.4958,1.00041,Substance use
2004-2006,Total,Sacramento,661,18703,4073360,459.155,16.2274,0.631173,14.9903,17.4645,16.2857,15.0648,17.5842,0.634961,Substance use
2004-2006,Total,San Diego,1087,30530,8916340,342.405,12.1911,0.369767,11.4664,12.9158,12.2548,11.535,13.0103,0.372731,Substance use
2004-2006,Total,Placer,105,2783,937720,296.784,11.1974,1.09275,9.05562,13.3391,10.8498,8.85824,13.1855,1.06776,Substance use
2004-2006,Total,Santa Cruz,109,3131,765049,409.255,14.2475,1.36466,11.5728,16.9221,13.3415,10.9298,16.1961,1.29199,Substance use
2004-2006,Total,Ventura,237,7397,2393150,309.09,9.90326,0.643286,8.64244,11.1641,9.86833,8.64758,11.223,0.643349,Substance use
2004-2006,Total,Kern,346,10403,2288230,454.631,15.1209,0.812902,13.5276,16.7141,16.3905,14.6992,18.249,0.886288,Substance use
2004-2006,Total,San Mateo,154,4203,2100080,200.135,7.33305,0.590914,6.17488,8.49122,6.88211,5.83413,8.07812,0.556768,Substance use
2004-2006,Total,Alameda,515,14310,4390270,325.948,11.7305,0.516907,10.7174,12.7436,11.2779,10.3192,12.3094,0.499944,Substance use
2004-2006,Total,Tulare,139,4334,1224410,353.966,11.3524,0.962896,9.46514,13.2396,12.7766,10.7313,15.1237,1.0891,Substance use
2004-2006,Total,San Joaquin,275,7669,1951020,393.076,14.0952,0.849971,12.4293,15.7611,14.9973,13.2724,16.8977,0.90683,Substance use
2004-2006,Total,Fresno,735,549,2618510,20.9661,28.0694,1.03536,26.0401,30.0987,34.5125,32.0602,37.1076,1.27408,Alzheimer’s disease and other dementias
2004-2006,Total,Stanislaus,427,246,1491840,16.4897,28.6224,1.38514,25.9076,31.3372,34.2711,31.0948,37.6877,1.65975,Alzheimer’s disease and other dementias
2004-2006,Total,Humboldt,219,111,395154,28.0903,55.4214,3.74503,48.0813,62.7616,51.4999,44.8869,58.9264,3.48971,Alzheimer’s disease and other dementias
2004-2006,Total,Monterey,331,234,1224980,19.1024,27.0209,1.4852,24.11,29.9319,32.0164,28.6575,35.6728,1.761,Alzheimer’s disease and other dementias
2004-2006,Total,Madera,149,183,419884,43.5835,35.486,2.90713,29.7881,41.1839,46.502,39.3103,54.6501,3.8234,Alzheimer’s disease and other dementias
2004-2006,Total,Los Angeles,7179,3771,29419400,12.8181,24.4023,0.288004,23.8378,24.9667,29.8901,29.2023,30.5901,0.352921,Alzheimer’s disease and other dementias
2004-2006,Total,Tulare,176,120,1224410,9.80061,14.3742,1.0835,12.2506,16.4979,19.4481,16.6783,22.5504,1.46741,Alzheimer’s disease and other dementias
2004-2006,Total,Sonoma,620,188,1409420,13.3388,43.9898,1.76667,40.5271,47.4524,37.0734,34.193,40.1534,1.49916,Alzheimer’s disease and other dementias
2004-2006,Total,San Francisco,840,269,2343280,11.4796,35.8472,1.23685,33.423,38.2714,30.1391,28.131,32.3033,1.04207,Alzheimer’s disease and other dementias
2004-2006,Total,Santa Clara,1513,579,5110280,11.3301,29.607,0.761158,28.1152,31.0988,37.0623,35.2175,38.9793,0.953167,Alzheimer’s disease and other dementias
